169,Huyện Đồng Hỷ,19
170,Huyện Võ Nhai,19
171,Huyện Đại Từ,19
172,Thành phố Phổ Yên,19
173,Huyện Phú Bình,19
178,Thành phố Lạng Sơn,20
180,Huyện Tràng Định,20
181,Huyện Bình Gia,20
182,Huyện Văn Lãng,20
183,Huyện Cao Lộc,20
184,Huyện Văn Quan,20
185,Huyện Bắc Sơn,20
186,Huyện Hữu Lũng,20
187,Huyện Chi Lăng,20
188,Huyện Lộc Bình,20
189,Huyện Đình Lập,20
193,Thành phố Hạ Long,22
194,Thành phố Móng Cái,22
195,Thành phố Cẩm Phả,22
196,Thành phố Uông Bí,22
198,Huyện Bình Liêu,22
199,Huyện Tiên Yên,22
200,Huyện Đầm Hà,22
201,Huyện Hải Hà,22
202,Huyện Ba Chẽ,22
203,Huyện Vân Đồn,22
205,Thị xã Đông Triều,22
206,Thị xã Quảng Yên,22
207,Huyện Cô Tô,22
213,Thành phố Bắc Giang,24
215,Huyện Yên Thế,24
216,Huyện Tân Yên,24
217,Huyện Lạng Giang,24
218,Huyện Lục Nam,24
219,Huyện Lục Ngạn,24
220,Huyện Sơn Động,24
221,Huyện Yên Dũng,24
222,Huyện Việt Yên,24
223,Huyện Hiệp Hòa,24
227,Thành phố Việt Trì,25
228,Thị xã Phú Thọ,25
230,Huyện Đoan Hùng,25
231,Huyện Hạ Hoà,25
232,Huyện Thanh Ba,25
233,Huyện Phù Ninh,25
234,Huyện Yên Lập,25
235,Huyện Cẩm Khê,25
236,Huyện Tam Nông,25
237,Huyện Lâm Thao,25
238,Huyện Thanh Sơn,25
239,Huyện Thanh Thuỷ,25
240,Huyện Tân Sơn,25
243,Thành phố Vĩnh Yên,26
244,Thành phố Phúc Yên,26
246,Huyện Lập Thạch,26
247,Huyện Tam Dương,26
248,Huyện Tam Đảo,26
249,Huyện Bình Xuyên,26
251,Huyện Yên Lạc,26
252,Huyện Vĩnh Tường,26
253,Huyện Sông Lô,26
256,Thành phố Bắc Ninh,27
258,Huyện Yên Phong,27
259,Huyện Quế Võ,27
260,Huyện Tiên Du,27
261,Thành phố Từ Sơn,27
262,Huyện Thuận Thành,27
263,Huyện Gia Bình,27
264,Huyện Lương Tài,27
288,Thành phố Hải Dương,30
290,Thành phố Chí Linh,30
291,Huyện Nam Sách,30
292,Thị xã Kinh Môn,30
293,Huyện Kim Thành,30
294,Huyện Thanh Hà,30
295,Huyện Cẩm Giàng,30
296,Huyện Bình Giang,30
297,Huyện Gia Lộc,30
298,Huyện Tứ Kỳ,30
299,Huyện Ninh Giang,30
300,Huyện Thanh Miện,30
303,Quận Hồng Bàng,31
304,Quận Ngô Quyền,31
305,Quận Lê Chân,31
306,Quận Hải An,31
307,Quận Kiến An,31
308,Quận Đồ Sơn,31
309,Quận Dương Kinh,31
311,Huyện Thuỷ Nguyên,31
312,Huyện An Dương,31
313,Huyện An Lão,31
314,Huyện Kiến Thuỵ,31
315,Huyện Tiên Lãng,31
316,Huyện Vĩnh Bảo,31
317,Huyện Cát Hải,31
318,Huyện Bạch Long Vĩ,31
323,Thành phố Hưng Yên,33
325,Huyện Văn Lâm,33
326,Huyện Văn Giang,33
327,Huyện Yên Mỹ,33
328,Thị xã Mỹ Hào,33
329,Huyện Ân Thi,33
330,Huyện Khoái Châu,33
331,Huyện Kim Động,33
332,Huyện Tiên Lữ,33
333,Huyện Phù Cừ,33
336,Thành phố Thái Bình,34
338,Huyện Quỳnh Phụ,34
339,Huyện Hưng Hà,34
340,Huyện Đông Hưng,34
341,Huyện Thái Thụy,34
342,Huyện Tiền Hải,34
343,Huyện Kiến Xương,34
344,Huyện Vũ Thư,34
347,Thành phố Phủ Lý,35
349,Thị xã Duy Tiên,35
350,Huyện Kim Bảng,35
351,Huyện Thanh Liêm,35
352,Huyện Bình Lục,35
353,Huyện Lý Nhân,35
356,Thành phố Nam Định,36
358,Huyện Mỹ Lộc,36
359,Huyện Vụ Bản,36
360,Huyện Ý Yên,36
361,Huyện Nghĩa Hưng,36
362,Huyện Nam Trực,36
363,Huyện Trực Ninh,36
364,Huyện Xuân Trường,36
365,Huyện Giao Thủy,36
366,Huyện Hải Hậu,36
369,Thành phố Ninh Bình,37
370,Thành phố Tam Điệp,37
372,Huyện Nho Quan,37
373,Huyện Gia Viễn,37
374,Huyện Hoa Lư,37
375,Huyện Yên Khánh,37
376,Huyện Kim Sơn,37
377,Huyện Yên Mô,37
380,Thành phố Thanh Hóa,38
381,Thị xã Bỉm Sơn,38
382,Thành phố Sầm Sơn,38
384,Huyện Mường Lát,38
385,Huyện Quan Hóa,38
386,Huyện Bá Thước,38
387,Huyện Quan Sơn,38
388,Huyện Lang Chánh,38
389,Huyện Ngọc Lặc,38
390,Huyện Cẩm Thủy,38
391,Huyện Thạch Thành,38
392,Huyện Hà Trung,38
393,Huyện Vĩnh Lộc,38
394,Huyện Yên Định,38
395,Huyện Thọ Xuân,38
396,Huyện Thường Xuân,38
397,Huyện Triệu Sơn,38
398,Huyện Thiệu Hóa,38
399,Huyện Hoằng Hóa,38
400,Huyện Hậu Lộc,38
401,Huyện Nga Sơn,38
402,Huyện Như Xuân,38
403,Huyện Như Thanh,38
404,Huyện Nông Cống,38
405,Huyện Đông Sơn,38
406,Huyện Quảng Xương,38
407,Thị xã Nghi Sơn,38
412,Thành phố Vinh,40
413,Thị xã Cửa Lò,40
414,Thị xã Thái Hoà,40
415,Huyện Quế Phong,40
416,Huyện Quỳ Châu,40
417,Huyện Kỳ Sơn,40
418,Huyện Tương Dương,40
419,Huyện Nghĩa Đàn,40
420,Huyện Quỳ Hợp,40
421,Huyện Quỳnh Lưu,40
422,Huyện Con Cuông,40
423,Huyện Tân Kỳ,40
424,Huyện Anh Sơn,40
425,Huyện Diễn Châu,40
426,Huyện Yên Thành,40
427,Huyện Đô Lương,40
428,Huyện Thanh Chương,40
429,Huyện Nghi Lộc,40
430,Huyện Nam Đàn,40
431,Huyện Hưng Nguyên,40
432,Thị xã Hoàng Mai,40
436,Thành phố Hà Tĩnh,42
437,Thị xã Hồng Lĩnh,42
439,Huyện Hương Sơn,42
440,Huyện Đức Thọ,42
441,Huyện Vũ Quang,42
442,Huyện Nghi Xuân,42
443,Huyện Can Lộc,42
444,Huyện Hương Khê,42
445,Huyện Thạch Hà,42
446,Huyện Cẩm Xuyên,42
447,Huyện Kỳ Anh,42
448,Huyện Lộc Hà,42
449,Thị xã Kỳ Anh,42
450,Thành Phố Đồng Hới,44
452,Huyện Minh Hóa,44
453,Huyện Tuyên Hóa,44
454,Huyện Quảng Trạch,44
455,Huyện Bố Trạch,44
456,Huyện Quảng Ninh,44
457,Huyện Lệ Thủy,44
458,Thị xã Ba Đồn,44
461,Thành phố Đông Hà,45
462,Thị xã Quảng Trị,45
464,Huyện Vĩnh Linh,45
465,Huyện Hướng Hóa,45
466,Huyện Gio Linh,45
467,Huyện Đa Krông,45
468,Huyện Cam Lộ,45
469,Huyện Triệu Phong,45
470,Huyện Hải Lăng,45
471,Huyện Cồn Cỏ,45
474,Thành phố Huế,46
476,Huyện Phong Điền,46
477,Huyện Quảng Điền,46
478,Huyện Phú Vang,46
479,Thị xã Hương Thủy,46
480,Thị xã Hương Trà,46
481,Huyện A Lưới,46
482,Huyện Phú Lộc,46
483,Huyện Nam Đông,46
490,Quận Liên Chiểu,48
491,Quận Thanh Khê,48
492,Quận Hải Châu,48
493,Quận Sơn Trà,48
494,Quận Ngũ Hành Sơn,48
495,Quận Cẩm Lệ,48
497,Huyện Hòa Vang,48
498,Huyện Hoàng Sa,48
502,Thành phố Tam Kỳ,49
503,Thành phố Hội An,49
504,Huyện Tây Giang,49
505,Huyện Đông Giang,49
506,Huyện Đại Lộc,49
507,Thị xã Điện Bàn,49
508,Huyện Duy Xuyên,49
509,Huyện Quế Sơn,49
510,Huyện Nam Giang,49
511,Huyện Phước Sơn,49
512,Huyện Hiệp Đức,49
513,Huyện Thăng Bình,49
514,Huyện Tiên Phước,49
515,Huyện Bắc Trà My,49
516,Huyện Nam Trà My,49
517,Huyện Núi Thành,49
518,Huyện Phú Ninh,49
519,Huyện Nông Sơn,49
522,Thành phố Quảng Ngãi,51
524,Huyện Bình Sơn,51
525,Huyện Trà Bồng,51
527,Huyện Sơn Tịnh,51
528,Huyện Tư Nghĩa,51
529,Huyện Sơn Hà,51
530,Huyện Sơn Tây,51
531,Huyện Minh Long,51
532,Huyện Nghĩa Hành,51
533,Huyện Mộ Đức,51
534,Thị xã Đức Phổ,51
535,Huyện Ba Tơ,51
536,Huyện Lý Sơn,51
540,Thành phố Quy Nhơn,52
542,Huyện An Lão,52
543,Thị xã Hoài Nhơn,52
544,Huyện Hoài Ân,52
545,Huyện Phù Mỹ,52
546,Huyện Vĩnh Thạnh,52
547,Huyện Tây Sơn,52
548,Huyện Phù Cát,52
549,Thị xã An Nhơn,52
550,Huyện Tuy Phước,52
551,Huyện Vân Canh,52
555,Thành phố Tuy Hoà,54
557,Thị xã Sông Cầu,54
558,Huyện Đồng Xuân,54
559,Huyện Tuy An,54
560,Huyện Sơn Hòa,54
561,Huyện Sông Hinh,54
562,Huyện Tây Hoà,54
563,Huyện Phú Hoà,54
564,Thị xã Đông Hòa,54
568,Thành phố Nha Trang,56
569,Thành phố Cam Ranh,56
570,Huyện Cam Lâm,56
571,Huyện Vạn Ninh,56
572,Thị xã Ninh Hòa,56
573,Huyện Khánh Vĩnh,56
574,Huyện Diên Khánh,56
575,Huyện Khánh Sơn,56
576,Huyện Trường Sa,56
582,Thành phố Phan Rang-Tháp Chàm,58
584,Huyện Bác Ái,58
585,Huyện Ninh Sơn,58
586,Huyện Ninh Hải,58
587,Huyện Ninh Phước,58
588,Huyện Thuận Bắc,58
589,Huyện Thuận Nam,58
593,Thành phố Phan Thiết,60
594,Thị xã La Gi,60
595,Huyện Tuy Phong,60
596,Huyện Bắc Bình,60
597,Huyện Hàm Thuận Bắc,60
598,Huyện Hàm Thuận Nam,60
599,Huyện Tánh Linh,60
600,Huyện Đức Linh,60
601,Huyện Hàm Tân,60
602,Huyện Phú Quí,60
608,Thành phố Kon Tum,62
610,Huyện Đắk Glei,62
611,Huyện Ngọc Hồi,62
612,Huyện Đắk Tô,62
613,Huyện Kon Plông,62
614,Huyện Kon Rẫy,62
615,Huyện Đắk Hà,62
616,Huyện Sa Thầy,62
617,Huyện Tu Mơ Rông,62
618,Huyện Ia H' Drai,62
622,Thành phố Pleiku,64
623,Thị xã An Khê,64
624,Thị xã Ayun Pa,64
625,Huyện KBang,64
626,Huyện Đăk Đoa,64
627,Huyện Chư Păh,64
628,Huyện Ia Grai,64
629,Huyện Mang Yang,64
630,Huyện Kông Chro,64
631,Huyện Đức Cơ,64
632,Huyện Chư Prông,64
633,Huyện Chư Sê,64
634,Huyện Đăk Pơ,64
635,Huyện Ia Pa,64
637,Huyện Krông Pa,64
638,Huyện Phú Thiện,64
639,Huyện Chư Pưh,64
643,Thành phố Buôn Ma Thuột,66
644,Thị Xã Buôn Hồ,66
645,Huyện Ea H'leo,66
646,Huyện Ea Súp,66
647,Huyện Buôn Đôn,66
648,Huyện Cư M'gar,66
649,Huyện Krông Búk,66
650,Huyện Krông Năng,66
651,Huyện Ea Kar,66
652,Huyện M'Đrắk,66
653,Huyện Krông Bông,66
654,Huyện Krông Pắc,66
655,Huyện Krông A Na,66
656,Huyện Lắk,66
657,Huyện Cư Kuin,66
660,Thành phố Gia Nghĩa,67
661,Huyện Đăk Glong,67
662,Huyện Cư Jút,67
663,Huyện Đắk Mil,67
664,Huyện Krông Nô,67
665,Huyện Đắk Song,67
666,Huyện Đắk R'Lấp,67
667,Huyện Tuy Đức,67
672,Thành phố Đà Lạt,68
673,Thành phố Bảo Lộc,68
674,Huyện Đam Rông,68
675,Huyện Lạc Dương,68
676,Huyện Lâm Hà,68
677,Huyện Đơn Dương,68
678,Huyện Đức Trọng,68
679,Huyện Di Linh,68
680,Huyện Bảo Lâm,68
681,Huyện Đạ Huoai,68
682,Huyện Đạ Tẻh,68
683,Huyện Cát Tiên,68
688,Thị xã Phước Long,70
689,Thành phố Đồng Xoài,70
690,Thị xã Bình Long,70
691,Huyện Bù Gia Mập,70
692,Huyện Lộc Ninh,70
693,Huyện Bù Đốp,70
694,Huyện Hớn Quản,70
695,Huyện Đồng Phú,70
696,Huyện Bù Đăng,70
697,Huyện Chơn Thành,70
698,Huyện Phú Riềng,70
703,Thành phố Tây Ninh,72
705,Huyện Tân Biên,72
706,Huyện Tân Châu,72
707,Huyện Dương Minh Châu,72
708,Huyện Châu Thành,72
709,Thị xã Hòa Thành,72
710,Huyện Gò Dầu,72
711,Huyện Bến Cầu,72
712,Thị xã Trảng Bàng,72
718,Thành phố Thủ Dầu Một,74
719,Huyện Bàu Bàng,74
720,Huyện Dầu Tiếng,74
721,Thị xã Bến Cát,74
722,Huyện Phú Giáo,74
723,Thị xã Tân Uyên,74
724,Thành phố Dĩ An,74
725,Thành phố Thuận An,74
726,Huyện Bắc Tân Uyên,74
731,Thành phố Biên Hòa,75
732,Thành phố Long Khánh,75
734,Huyện Tân Phú,75
735,Huyện Vĩnh Cửu,75
736,Huyện Định Quán,75
737,Huyện Trảng Bom,75
738,Huyện Thống Nhất,75
739,Huyện Cẩm Mỹ,75
740,Huyện Long Thành,75
741,Huyện Xuân Lộc,75
742,Huyện Nhơn Trạch,75
747,Thành phố Vũng Tàu,77
748,Thành phố Bà Rịa,77
750,Huyện Châu Đức,77
751,Huyện Xuyên Mộc,77
752,Huyện Long Điền,77
753,Huyện Đất Đỏ,77
754,Thị xã Phú Mỹ,77
755,Huyện Côn Đảo,77
760,Quận 1,79
761,Quận 12,79
764,Quận Gò Vấp,79
765,Quận Bình Thạnh,79
766,Quận Tân Bình,79
767,Quận Tân Phú,79
768,Quận Phú Nhuận,79
769,Thành phố Thủ Đức,79
770,Quận 3,79
771,Quận 10,79
772,Quận 11,79
773,Quận 4,79
774,Quận 5,79
775,Quận 6,79
776,Quận 8,79
777,Quận Bình Tân,79
778,Quận 7,79
783,Huyện Củ Chi,79
784,Huyện Hóc Môn,79
785,Huyện Bình Chánh,79
786,Huyện Nhà Bè,79
787,Huyện Cần Giờ,79
794,Thành phố Tân An,80
795,Thị xã Kiến Tường,80
796,Huyện Tân Hưng,80
797,Huyện Vĩnh Hưng,80
798,Huyện Mộc Hóa,80
799,Huyện Tân Thạnh,80
800,Huyện Thạnh Hóa,80
801,Huyện Đức Huệ,80
802,Huyện Đức Hòa,80
803,Huyện Bến Lức,80
804,Huyện Thủ Thừa,80
805,Huyện Tân Trụ,80
806,Huyện Cần Đước,80
807,Huyện Cần Giuộc,80
808,Huyện Châu Thành,80
815,Thành phố Mỹ Tho,82
816,Thị xã Gò Công,82
817,Thị xã Cai Lậy,82
818,Huyện Tân Phước,82
819,Huyện Cái Bè,82
820,Huyện Cai Lậy,82
821,Huyện Châu Thành,82
822,Huyện Chợ Gạo,82
823,Huyện Gò Công Tây,82
824,Huyện Gò Công Đông,82
825,Huyện Tân Phú Đông,82
829,Thành phố Bến Tre,83
831,Huyện Châu Thành,83
832,Huyện Chợ Lách,83
833,Huyện Mỏ Cày Nam,83
834,Huyện Giồng Trôm,83
835,Huyện Bình Đại,83
836,Huyện Ba Tri,83
837,Huyện Thạnh Phú,83
838,Huyện Mỏ Cày Bắc,83
842,Thành phố Trà Vinh,84
844,Huyện Càng Long,84
845,Huyện Cầu Kè,84
846,Huyện Tiểu Cần,84
847,Huyện Châu Thành,84
848,Huyện Cầu Ngang,84
849,Huyện Trà Cú,84
850,Huyện Duyên Hải,84
851,Thị xã Duyên Hải,84
855,Thành phố Vĩnh Long,86
857,Huyện Long Hồ,86
858,Huyện Mang Thít,86
859,Huyện  Vũng Liêm,86
860,Huyện Tam Bình,86
861,Thị xã Bình Minh,86
862,Huyện Trà Ôn,86
863,Huyện Bình Tân,86
866,Thành phố Cao Lãnh,87
867,Thành phố Sa Đéc,87
868,Thành phố Hồng Ngự,87
869,Huyện Tân Hồng,87
870,Huyện Hồng Ngự,87
871,Huyện Tam Nông,87
872,Huyện Tháp Mười,87
873,Huyện Cao Lãnh,87
874,Huyện Thanh Bình,87
875,Huyện Lấp Vò,87
876,Huyện Lai Vung,87
877,Huyện Châu Thành,87
883,Thành phố Long Xuyên,89
884,Thành phố Châu Đốc,89
886,Huyện An Phú,89
887,Thị xã Tân Châu,89
888,Huyện Phú Tân,89
889,Huyện Châu Phú,89
890,Huyện Tịnh Biên,89
891,Huyện Tri Tôn,89
892,Huyện Châu Thành,89
893,Huyện Chợ Mới,89
894,Huyện Thoại Sơn,89
899,Thành phố Rạch Giá,91
900,Thành phố Hà Tiên,91
902,Huyện Kiên Lương,91
903,Huyện Hòn Đất,91
904,Huyện Tân Hiệp,91
905,Huyện Châu Thành,91
906,Huyện Giồng Riềng,91
907,Huyện Gò Quao,91
908,Huyện An Biên,91
909,Huyện An Minh,91
910,Huyện Vĩnh Thuận,91
911,Thành phố Phú Quốc,91
912,Huyện Kiên Hải,91
913,Huyện U Minh Thượng,91
914,Huyện Giang Thành,91
916,Quận Ninh Kiều,92
917,Quận Ô Môn,92
918,Quận Bình Thuỷ,92
919,Quận Cái Răng,92
923,Quận Thốt Nốt,92
924,Huyện Vĩnh Thạnh,92
925,Huyện Cờ Đỏ,92
926,Huyện Phong Điền,92
927,Huyện Thới Lai,92
930,Thành phố Vị Thanh,93
931,Thành phố Ngã Bảy,93
932,Huyện Châu Thành A,93
933,Huyện Châu Thành,93
934,Huyện Phụng Hiệp,93
935,Huyện Vị Thuỷ,93
936,Huyện Long Mỹ,93
937,Thị xã Long Mỹ,93
941,Thành phố Sóc Trăng,94
942,Huyện Châu Thành,94
943,Huyện Kế Sách,94
944,Huyện Mỹ Tú,94
945,Huyện Cù Lao Dung,94
946,Huyện Long Phú,94
947,Huyện Mỹ Xuyên,94
948,Thị xã Ngã Năm,94
949,Huyện Thạnh Trị,94
950,Thị xã Vĩnh Châu,94
951,Huyện Trần Đề,94
954,Thành phố Bạc Liêu,95
956,Huyện Hồng Dân,95
957,Huyện Phước Long,95
958,Huyện Vĩnh Lợi,95
959,Thị xã Giá Rai,95
960,Huyện Đông Hải,95
961,Huyện Hoà Bình,95
964,Thành phố Cà Mau,96
966,Huyện U Minh,96
967,Huyện Thới Bình,96
968,Huyện Trần Văn Thời,96
969,Huyện Cái Nước,96
970,Huyện Đầm Dơi,96
971,Huyện Năm Căn,96
972,Huyện Phú Tân,96
973,Huyện Ngọc Hiển,96
